UA,NAME,UA00,UA00NAME,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,UA00POP,UA00HU,UA00AREA,UA00AREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,UA00POPPCT,UA00HUPCT,UA00AREAPCT,UA00AREALANDPCT
05896,"Bay City, TX",99999,"Not in a 2000 urban area",589,251,3250799,3249989,18745,8277,24227900,24202512,,,,,3.14,3.03,13.42,13.43,,,,
05904,"Bayfield, CO",99999,"Not in a 2000 urban area",2578,1069,4726290,4726290,2578,1069,4726290,4726290,,,,,100.00,100.00,100.00,100.00,,,,
05923,"Bay Minette, AL",05923,"Bay Minette, AL",6666,2735,12582399,12563115,7486,2854,15012886,14873400,7205,2982,17916604,17897320,89.05,95.83,83.81,84.47,92.52,91.72,70.23,70.20
05923,"Bay Minette, AL",99999,"Not in a 2000 urban area",820,119,2430487,2310285,7486,2854,15012886,14873400,,,,,10.95,4.17,16.19,15.53,,,,
05958,"Bealeton, VA",99999,"Not in a 2000 urban area",6621,2328,9570466,9540510,6621,2328,9570466,9540510,,,,,100.00,100.00,100.00,100.00,,,,
05977,"Beardstown, IL",05977,"Beardstown, IL",6530,2554,7214907,7055014,6530,2554,7677211,7464881,6530,2554,7308947,7055079,100.00,100.00,93.98,94.51,100.00,100.00,98.71,100.00
05977,"Beardstown, IL",99999,"Not in a 2000 urban area",0,0,462304,409867,6530,2554,7677211,7464881,,,,,0.00,0.00,6.02,5.49,,,,
06004,"Beatrice, NE",06004,"Beatrice, NE",12204,5863,14833248,14731267,12405,5943,17562242,17392086,12372,5968,17355611,17207153,98.38,98.65,84.46,84.70,98.64,98.24,85.47,85.61
06004,"Beatrice, NE",99999,"Not in a 2000 urban area",201,80,2728994,2660819,12405,5943,17562242,17392086,,,,,1.62,1.35,15.54,15.30,,,,
06031,"Beaufort--Port Royal, SC",06031,"Beaufort, SC",44941,18208,92453917,92404454,48807,19864,131941852,118887681,47449,19188,153334069,153211335,92.08,91.66,70.07,77.72,94.71,94.89,60.30,60.31
06031,"Beaufort--Port Royal, SC",99999,"Not in a 2000 urban area",3866,1656,39487935,26483227,48807,19864,131941852,118887681,,,,,7.92,8.34,29.93,22.28,,,,
06058,"Beaumont, TX",06058,"Beaumont, TX",142846,61291,200481070,199153026,147922,63365,240326271,237456087,143846,61685,211815924,209964780,96.57,96.73,83.42,83.87,99.30,99.36,94.65,94.85
06058,"Beaumont, TX",99999,"Not in a 2000 urban area",5076,2074,39845201,38303061,147922,63365,240326271,237456087,,,,,3.43,3.27,16.58,16.13,,,,
06076,"Beaver, UT",99999,"Not in a 2000 urban area",2882,1169,5343988,5343988,2882,1169,5343988,5343988,,,,,100.00,100.00,100.00,100.00,,,,
06085,"Beaver Dam, KY",06085,"Beaver Dam, KY",6033,2574,9169243,9139054,6321,2699,10864246,10826021,6176,2640,10886188,10772245,95.44,95.37,84.40,84.42,97.68,97.50,84.23,84.84
06085,"Beaver Dam, KY",99999,"Not in a 2000 urban area",288,125,1695003,1686967,6321,2699,10864246,10826021,,,,,4.56,4.63,15.60,15.58,,,,
06112,"Beaver Dam, WI",06112,"Beaver Dam, WI",17560,7964,18691423,18618957,17833,8063,20486396,20413564,17601,7989,18777156,18704690,98.47,98.77,91.24,91.21,99.77,99.69,99.54,99.54
06112,"Beaver Dam, WI",99999,"Not in a 2000 urban area",273,99,1794973,1794607,17833,8063,20486396,20413564,,,,,1.53,1.23,8.76,8.79,,,,
06128,"Becker, MN",99999,"Not in a 2000 urban area",3898,1413,5040110,5035388,3898,1413,5040110,5035388,,,,,100.00,100.00,100.00,100.00,,,,
06139,"Beckley, WV",06139,"Beckley, WV",41718,20018,87606095,87303167,64022,29519,158640281,157912915,44393,20991,104657531,104273997,65.16,67.81,55.22,55.29,93.97,95.36,83.71,83.72
06139,"Beckley, WV",64405,"Oak Hill, WV",14655,6979,25504871,25441550,64022,29519,158640281,157912915,15987,7599,36389299,36309770,22.89,23.64,16.08,16.11,91.67,91.84,70.09,70.07
06139,"Beckley, WV",99999,"Not in a 2000 urban area",7649,2522,45529315,45168198,64022,29519,158640281,157912915,,,,,11.95,8.54,28.70,28.60,,,,
06166,"Bedford, IN",06166,"Bedford, IN",14731,7220,28975638,28975638,14977,7333,30399788,30397292,14962,7338,30563972,30563972,98.36,98.46,95.32,95.32,98.46,98.39,94.80,94.80
06166,"Bedford, IN",99999,"Not in a 2000 urban area",246,113,1424150,1421654,14977,7333,30399788,30397292,,,,,1.64,1.54,4.68,4.68,,,,
06186,"Bedford, NY",63217,"New York--Newark, NY--NJ--CT",1387,480,4576343,4451718,2679,930,10299817,10156681,18262207,7226969,8797667415,8637505638,51.77,51.61,44.43,43.83,0.01,0.01,0.05,0.05
06186,"Bedford, NY",99999,"Not in a 2000 urban area",1292,450,5723474,5704963,2679,930,10299817,10156681,,,,,48.23,48.39,55.57,56.17,,,,
06193,"Bedford, PA",06193,"Bedford, PA",4239,2254,7346982,7196624,4693,2445,8707901,8500427,4274,2267,7665548,7465133,90.33,92.19,84.37,84.66,99.18,99.43,95.84,96.40
06193,"Bedford, PA",99999,"Not in a 2000 urban area",454,191,1360919,1303803,4693,2445,8707901,8500427,,,,,9.67,7.81,15.63,15.34,,,,
06220,"Bedford, VA",06220,"Bedford, VA",6536,3056,16046620,16021221,6829,3192,17407804,17378363,6666,3132,18810688,18749370,95.71,95.74,92.18,92.19,98.05,97.57,85.31,85.45
06220,"Bedford, VA",99999,"Not in a 2000 urban area",293,136,1361184,1357142,6829,3192,17407804,17378363,,,,,4.29,4.26,7.82,7.81,,,,
06247,"Beebe, AR",06247,"Beebe, AR",5571,2382,7678057,7678057,6714,2872,11383991,11383991,5575,2384,7753502,7753502,82.98,82.94,67.45,67.45,99.93,99.92,99.03,99.03
06247,"Beebe, AR",99999,"Not in a 2000 urban area",1143,490,3705934,3705934,6714,2872,11383991,11383991,,,,,17.02,17.06,32.55,32.55,,,,
06261,"Beecher, IL",16264,"Chicago, IL--IN",1949,840,1968693,1968693,4148,1597,5228447,5228447,8319562,3357357,5559496264,5487500504,46.99,52.60,37.65,37.65,0.02,0.03,0.04,0.04
06261,"Beecher, IL",99999,"Not in a 2000 urban area",2199,757,3259754,3259754,4148,1597,5228447,5228447,,,,,53.01,47.40,62.35,62.35,,,,
06274,"Beeville, TX",06274,"Beeville, TX",14811,6068,17258348,17258348,18168,6295,31504612,31504612,15231,6246,26870990,26870990,81.52,96.39,54.78,54.78,97.24,97.15,64.23,64.23
06274,"Beeville, TX",99999,"Not in a 2000 urban area",3357,227,14246264,14246264,18168,6295,31504612,31504612,,,,,18.48,3.61,45.22,45.22,,,,
06301,"Belding, MI",06301,"Belding, MI",5771,2449,12523724,12258052,5789,2456,12807369,12339185,5771,2449,12523724,12258052,99.69,99.71,97.79,99.34,100.00,100.00,100.00,100.00
06301,"Belding, MI",99999,"Not in a 2000 urban area",18,7,283645,81133,5789,2456,12807369,12339185,,,,,0.31,0.29,2.21,0.66,,,,
06335,"Belfair, WA",99999,"Not in a 2000 urban area",3331,1578,7747135,7745077,3331,1578,7747135,7745077,,,,,100.00,100.00,100.00,100.00,,,,
06355,"Belfast, ME",06355,"Belfast, ME",3253,1948,6106394,6106394,3358,1998,7273134,6855477,3268,1958,6354278,6354278,96.87,97.50,83.96,89.07,99.54,99.49,96.10,96.10
06355,"Belfast, ME",99999,"Not in a 2000 urban area",105,50,1166740,749083,3358,1998,7273134,6855477,,,,,3.13,2.50,16.04,10.93,,,,
06382,"Belgrade, MT",06382,"Belgrade, MT",8285,3538,16153174,16037995,13797,5565,27119891,27003461,8494,3631,18911805,18796626,60.05,63.58,59.56,59.39,97.54,97.44,85.41,85.32
06382,"Belgrade, MT",99999,"Not in a 2000 urban area",5512,2027,10966717,10965466,13797,5565,27119891,27003461,,,,,39.95,36.42,40.44,40.61,,,,
06436,"Bellefontaine, OH",06436,"Bellefontaine, OH",12391,5717,11586428,11586428,13235,6093,14033504,14033504,12511,5758,12448106,12448106,93.62,93.83,82.56,82.56,99.04,99.29,93.08,93.08
06436,"Bellefontaine, OH",99999,"Not in a 2000 urban area",844,376,2447076,2447076,13235,6093,14033504,14033504,,,,,6.38,6.17,17.44,17.44,,,,
06463,"Bellefonte, PA",06463,"Bellefonte, PA",9274,4340,9155488,9155488,12888,5825,24810471,24810471,11585,5350,12550510,12550510,71.96,74.51,36.90,36.90,80.05,81.12,72.95,72.95
06463,"Bellefonte, PA",99999,"Not in a 2000 urban area",3614,1485,15654983,15654983,12888,5825,24810471,24810471,,,,,28.04,25.49,63.10,63.10,,,,
06490,"Belle Fourche, SD",06490,"Belle Fourche, SD",5010,2258,5022684,5022684,5240,2367,6845671,6845671,5010,2258,5051969,5051969,95.61,95.40,73.37,73.37,100.00,100.00,99.42,99.42
06490,"Belle Fourche, SD",99999,"Not in a 2000 urban area",230,109,1822987,1822987,5240,2367,6845671,6845671,,,,,4.39,4.60,26.63,26.63,,,,
06517,"Belle Glade, FL",06517,"Belle Glade, FL",21613,7296,16651644,16623812,24870,7729,21515418,21487586,21874,7417,20724820,20696988,86.90,94.40,77.39,77.36,98.81,98.37,80.35,80.32
06517,"Belle Glade, FL",99999,"Not in a 2000 urban area",3257,433,4863774,4863774,24870,7729,21515418,21487586,,,,,13.10,5.60,22.61,22.64,,,,
06571,"Belle Plaine, MN",06571,"Belle Plaine, MN",3711,1495,4523219,4523219,6174,2321,6733078,6733078,3711,1495,4640060,4640060,60.11,64.41,67.18,67.18,100.00,100.00,97.48,97.48
06571,"Belle Plaine, MN",99999,"Not in a 2000 urban area",2463,826,2209859,2209859,6174,2321,6733078,6733078,,,,,39.89,35.59,32.82,32.82,,,,
06598,"Bellevue, IA",06598,"Bellevue, IA",2402,1162,2813092,2813092,2543,1286,4191170,4191170,2414,1188,3071511,3071511,94.46,90.36,67.12,67.12,99.50,97.81,91.59,91.59
06598,"Bellevue, IA",99999,"Not in a 2000 urban area",141,124,1378078,1378078,2543,1286,4191170,4191170,,,,,5.54,9.64,32.88,32.88,,,,
06625,"Bellevue, OH",06625,"Bellevue, OH",8014,3586,10976586,10674915,8413,3751,14054376,13752705,8015,3589,11071355,10769684,95.26,95.60,78.10,77.62,99.99,99.92,99.14,99.12
06625,"Bellevue, OH",99999,"Not in a 2000 urban area",399,165,3077790,3077790,8413,3751,14054376,13752705,,,,,4.74,4.40,21.90,22.38,,,,
06652,"Bellingham, WA",06652,"Bellingham, WA",97935,44036,85300191,84970961,114473,50696,133745837,124634344,98481,44266,92183334,91839194,85.55,86.86,63.78,68.18,99.45,99.48,92.53,92.52
06652,"Bellingham, WA",29629,"Ferndale, WA",9967,3896,9391484,9313270,114473,50696,133745837,124634344,10054,3931,10645526,10563143,8.71,7.69,7.02,7.47,99.13,99.11,88.22,88.17
06652,"Bellingham, WA",99999,"Not in a 2000 urban area",6571,2764,39054162,30350113,114473,50696,133745837,124634344,,,,,5.74,5.45,29.20,24.35,,,,
06679,"Bellows Falls, VT--NH",06679,"Bellows Falls, VT--NH",3973,1887,4645164,4633503,5713,2699,10589721,10149219,3978,1890,4832856,4802952,69.54,69.91,43.86,45.65,99.87,99.84,96.12,96.47
06679,"Bellows Falls, VT--NH",99999,"Not in a 2000 urban area",1740,812,5944557,5515716,5713,2699,10589721,10149219,,,,,30.46,30.09,56.14,54.35,,,,
06692,"Bells, TN",99999,"Not in a 2000 urban area",4758,2051,10526819,10509974,4758,2051,10526819,10509974,,,,,100.00,100.00,100.00,100.00,,,,
06706,"Bellville, TX",06706,"Bellville, TX",3925,1749,5829478,5804348,4002,1776,5948239,5923109,4163,1853,10649392,10551855,98.08,98.48,98.00,97.99,94.28,94.39,54.74,55.01
06706,"Bellville, TX",99999,"Not in a 2000 urban area",77,27,118761,118761,4002,1776,5948239,5923109,,,,,1.92,1.52,2.00,2.01,,,,
06733,"Beloit, KS",06733,"Beloit, KS",3237,1616,3569749,3569749,3295,1645,4664415,4664415,3237,1616,3602866,3602866,98.24,98.24,76.53,76.53,100.00,100.00,99.08,99.08
06733,"Beloit, KS",99999,"Not in a 2000 urban area",58,29,1094666,1094666,3295,1645,4664415,4664415,,,,,1.76,1.76,23.47,23.47,,,,
06760,"Beloit, WI--IL",06760,"Beloit, WI--IL",57812,23901,66812605,66163177,63835,26314,91318117,88964592,58331,24120,72471601,71787096,90.56,90.83,73.16,74.37,99.11,99.09,92.19,92.17
06760,"Beloit, WI--IL",99999,"Not in a 2000 urban area",6023,2413,24505512,22801415,63835,26314,91318117,88964592,,,,,9.44,9.17,26.84,25.63,,,,
06770,"Belterra, TX",99999,"Not in a 2000 urban area",3731,1222,9078519,9078519,3731,1222,9078519,9078519,,,,,100.00,100.00,100.00,100.00,,,,
06779,"Belton, SC",02413,"Anderson, SC",4839,2386,10015690,9990713,5443,2646,13933627,13888537,75889,35389,178997931,178450400,88.90,90.17,71.88,71.93,6.38,6.74,5.60,5.60
06779,"Belton, SC",99999,"Not in a 2000 urban area",604,260,3917937,3897824,5443,2646,13933627,13888537,,,,,11.10,9.83,28.12,28.07,,,,
06787,"Belvidere, NJ--PA",06787,"Belvidere, NJ--PA",3033,1391,3949753,3911689,3881,1863,5873023,5818416,3071,1411,4227381,4170897,78.15,74.66,67.25,67.23,98.76,98.58,93.43,93.79
06787,"Belvidere, NJ--PA",99999,"Not in a 2000 urban area",848,472,1923270,1906727,3881,1863,5873023,5818416,,,,,21.85,25.34,32.75,32.77,,,,
06814,"Belzoni, MS",06814,"Belzoni, MS",4591,1725,5577432,5577432,4702,1771,5960796,5960796,4846,1820,8798828,8798828,97.64,97.40,93.57,93.57,94.74,94.78,63.39,63.39
06814,"Belzoni, MS",99999,"Not in a 2000 urban area",111,46,383364,383364,4702,1771,5960796,5960796,,,,,2.36,2.60,6.43,6.43,,,,
06841,"Bemidji, MN",06841,"Bemidji, MN",12029,5145,12282326,12282326,14626,6213,29173900,29129514,12431,5369,15294601,15282870,82.24,82.81,42.10,42.16,96.77,95.83,80.30,80.37
06841,"Bemidji, MN",99999,"Not in a 2000 urban area",2597,1068,16891574,16847188,14626,6213,29173900,29129514,,,,,17.76,17.19,57.90,57.84,,,,
06868,"Bend, OR",06868,"Bend, OR",76536,35836,88253514,87691486,83794,38921,103415455,102853427,77083,36074,96281257,95719229,91.34,92.07,85.34,85.26,99.29,99.34,91.66,91.61
06868,"Bend, OR",99999,"Not in a 2000 urban area",7258,3085,15161941,15161941,83794,38921,103415455,102853427,,,,,8.66,7.93,14.66,14.74,,,,
06895,"Bennettsville, SC",06895,"Bennettsville, SC",10782,4468,17474357,16195789,13006,4758,22991429,21712861,10987,4567,19896698,18618130,82.90,93.91,76.00,74.59,98.13,97.83,87.83,86.99
06895,"Bennettsville, SC",99999,"Not in a 2000 urban area",2224,290,5517072,5517072,13006,4758,22991429,21712861,,,,,17.10,6.09,24.00,25.41,,,,
06922,"Bennington, VT",06922,"Bennington, VT",12389,5316,17411738,17268683,12723,5457,20046828,19782120,12681,5472,19848938,19642039,97.37,97.42,86.86,87.29,97.70,97.15,87.72,87.92
06922,"Bennington, VT",99999,"Not in a 2000 urban area",334,141,2635090,2513437,12723,5457,20046828,19782120,,,,,2.63,2.58,13.14,12.71,,,,
06949,"Benson, AZ",06949,"Benson, AZ",3786,2202,5692517,5689403,4036,2328,6489857,6485715,4093,2379,8270012,8265807,93.81,94.59,87.71,87.72,92.50,92.56,68.83,68.83
06949,"Benson, AZ",99999,"Not in a 2000 urban area",250,126,797340,796312,4036,2328,6489857,6485715,,,,,6.19,5.41,12.29,12.28,,,,
06976,"Benson, MN",06976,"Benson, MN",3161,1570,4188913,4188207,3191,1582,4514363,4513657,3251,1624,6665001,6641335,99.06,99.24,92.79,92.79,97.23,96.67,62.85,63.06
06976,"Benson, MN",99999,"Not in a 2000 urban area",30,12,325450,325450,3191,1582,4514363,4513657,,,,,0.94,0.76,7.21,7.21,,,,
07003,"Benson, NC",07003,"Benson, NC",2756,1376,4455096,4443255,3107,1520,6604398,6592557,2821,1408,4787763,4775922,88.70,90.53,67.46,67.40,97.70,97.73,93.05,93.03
07003,"Benson, NC",99999,"Not in a 2000 urban area",351,144,2149302,2149302,3107,1520,6604398,6592557,,,,,11.30,9.47,32.54,32.60,,,,
07030,"Benton, IL",07030,"Benton, IL",7430,3576,9251540,9230008,7778,3757,11088849,11054616,7648,3660,12044828,12003288,95.53,95.18,83.43,83.49,97.15,97.70,76.81,76.90
07030,"Benton, IL",99999,"Not in a 2000 urban area",348,181,1837309,1824608,7778,3757,11088849,11054616,,,,,4.47,4.82,16.57,16.51,,,,
07057,"Benton, KY",07057,"Benton, KY",4059,1935,8472732,8450456,4447,2090,11958114,11920769,4172,1976,9081499,9058110,91.28,92.58,70.85,70.89,97.29,97.93,93.30,93.29
07057,"Benton, KY",99999,"Not in a 2000 urban area",388,155,3485382,3470313,4447,2090,11958114,11920769,,,,,8.72,7.42,29.15,29.11,,,,
07084,"Benton, LA",07084,"Benton, LA",5064,2001,10649470,10549111,5371,2118,12476977,11685854,5212,2084,13174033,12863330,94.28,94.48,85.35,90.27,97.16,96.02,80.84,82.01
07084,"Benton, LA",99999,"Not in a 2000 urban area",307,117,1827507,1136743,5371,2118,12476977,11685854,,,,,5.72,5.52,14.65,9.73,,,,
07111,"Benton City, WA",07111,"Benton City, WA",3478,1314,4627612,4627612,4140,1569,6351484,6285152,4149,1578,11939204,11939204,84.01,83.75,72.86,73.63,83.83,83.27,38.76,38.76
07111,"Benton City, WA",99999,"Not in a 2000 urban area",662,255,1723872,1657540,4140,1569,6351484,6285152,,,,,15.99,16.25,27.14,26.37,,,,
07138,"Benton Harbor--St. Joseph--Fair Plain, MI",07138,"Benton Harbor--St. Joseph, MI",57236,26484,99316034,98828623,61022,28006,123451324,120880351,58769,27321,118032257,117119630,93.80,94.57,80.45,81.76,97.39,96.94,84.14,84.38
07138,"Benton Harbor--St. Joseph--Fair Plain, MI",99999,"Not in a 2000 urban area",3786,1522,24135290,22051728,61022,28006,123451324,120880351,,,,,6.20,5.43,19.55,18.24,,,,
07165,"Berea, KY",07165,"Berea, KY",11997,4950,20026271,19953154,15590,6347,34328869,34179465,12463,5175,25039750,24944727,76.95,77.99,58.34,58.38,96.26,95.65,79.98,79.99
07165,"Berea, KY",99999,"Not in a 2000 urban area",3593,1397,14302598,14226311,15590,6347,34328869,34179465,,,,,23.05,22.01,41.66,41.62,,,,
07192,"Berlin, NH",07192,"Berlin, NH",9945,5359,10654022,10631438,11159,5570,14656770,14137564,10195,5470,15335791,15290008,89.12,96.21,72.69,75.20,97.55,97.97,69.47,69.53
07192,"Berlin, NH",99999,"Not in a 2000 urban area",1214,211,4002748,3506126,11159,5570,14656770,14137564,,,,,10.88,3.79,27.31,24.80,,,,
07219,"Berlin, WI",07219,"Berlin, WI",4767,2158,5560632,5546112,4891,2230,6041234,6026714,5098,2309,9927016,9888345,97.46,96.77,92.04,92.03,93.51,93.46,56.02,56.09
07219,"Berlin, WI",99999,"Not in a 2000 urban area",124,72,480602,480602,4891,2230,6041234,6026714,,,,,2.54,3.23,7.96,7.97,,,,
07246,"Berne, IN",07246,"Berne, IN",3975,1778,4560393,4559495,5490,2494,12188499,11776744,4101,1846,8177911,8177013,72.40,71.29,37.42,38.72,96.93,96.32,55.76,55.76
07246,"Berne, IN",99999,"Not in a 2000 urban area",1515,716,7628106,7217249,5490,2494,12188499,11776744,,,,,27.60,28.71,62.58,61.28,,,,
07273,"Berrien Springs, MI",07273,"Berrien Springs, MI",7223,2640,12244782,12206719,7358,2687,13374045,12849742,8878,3353,22093596,22018615,98.17,98.25,91.56,95.00,81.36,78.74,55.42,55.44
07273,"Berrien Springs, MI",99999,"Not in a 2000 urban area",135,47,1129263,643023,7358,2687,13374045,12849742,,,,,1.83,1.75,8.44,5.00,,,,
07300,"Berryville, AR",07300,"Berryville, AR",4452,1839,8926442,8926442,4800,1984,10343169,10343169,4458,1842,8967299,8967299,92.75,92.69,86.30,86.30,99.87,99.84,99.54,99.54
07300,"Berryville, AR",99999,"Not in a 2000 urban area",348,145,1416727,1416727,4800,1984,10343169,10343169,,,,,7.25,7.31,13.70,13.70,,,,
07327,"Berryville, VA",07327,"Berryville, VA",3215,1462,3685870,3685870,4277,1839,5110570,5108962,3241,1471,3894086,3894086,75.17,79.50,72.12,72.15,99.20,99.39,94.65,94.65
07327,"Berryville, VA",99999,"Not in a 2000 urban area",1062,377,1424700,1423092,4277,1839,5110570,5108962,,,,,24.83,20.50,27.88,27.85,,,,
07354,"Bethany, MO",07354,"Bethany, MO",2630,1316,3840541,3839457,2652,1332,3969825,3968741,2692,1345,4331849,4323709,99.17,98.80,96.74,96.74,97.70,97.84,88.66,88.80
07354,"Bethany, MO",99999,"Not in a 2000 urban area",22,16,129284,129284,2652,1332,3969825,3968741,,,,,0.83,1.20,3.26,3.26,,,,
07381,"Bethel, AK",07381,"Bethel, AK",4421,1737,6278580,6141540,4434,1743,6422681,6273366,4426,1740,6286886,6149846,99.71,99.66,97.76,97.90,99.89,99.83,99.87,99.86
07381,"Bethel, AK",99999,"Not in a 2000 urban area",13,6,144101,131826,4434,1743,6422681,6273366,,,,,0.29,0.34,2.24,2.10,,,,
07408,"Bethel, OH",07408,"Bethel, OH",3087,1331,3542138,3541164,3239,1395,4211077,4206226,3341,1431,4713799,4712825,95.31,95.41,84.11,84.19,92.40,93.01,75.14,75.14
07408,"Bethel, OH",99999,"Not in a 2000 urban area",152,64,668939,665062,3239,1395,4211077,4206226,,,,,4.69,4.59,15.89,15.81,,,,
07462,"Beulah, ND",07462,"Beulah, ND",2693,1378,2760837,2760294,2949,1442,3580154,3579611,2737,1398,3385815,3380534,91.32,95.56,77.12,77.11,98.39,98.57,81.54,81.65
07462,"Beulah, ND",99999,"Not in a 2000 urban area",256,64,819317,819317,2949,1442,3580154,3579611,,,,,8.68,4.44,22.88,22.89,,,,
07489,"Bicknell, IN",07489,"Bicknell, IN",3127,1618,4111497,4111497,3217,1656,4385594,4385594,3358,1734,10213477,10213477,97.20,97.71,93.75,93.75,93.12,93.31,40.26,40.26
07489,"Bicknell, IN",99999,"Not in a 2000 urban area",90,38,274097,274097,3217,1656,4385594,4385594,,,,,2.80,2.29,6.25,6.25,,,,
07508,"Big Bear City, CA",07516,"Big Bear Lake, CA",15133,19487,30347920,30345779,15873,20707,42378070,41825537,15285,19845,31647882,31645741,95.34,94.11,71.61,72.55,99.01,98.20,95.89,95.89
07508,"Big Bear City, CA",99999,"Not in a 2000 urban area",740,1220,12030150,11479758,15873,20707,42378070,41825537,,,,,4.66,5.89,28.39,27.45,,,,
07543,"Big Lake, TX",07543,"Big Lake, TX",2810,1042,2312868,2312868,2919,1081,2756015,2756015,2847,1058,2384305,2384305,96.27,96.39,83.92,83.92,98.70,98.49,97.00,97.00
07543,"Big Lake, TX",99999,"Not in a 2000 urban area",109,39,443147,443147,2919,1081,2756015,2756015,,,,,3.73,3.61,16.08,16.08,,,,
07597,"Big Pine Key, FL",07597,"Big Pine Key, FL",6733,5262,12852702,12791843,7540,5958,23509334,19738116,6803,5327,13527590,13466731,89.30,88.32,54.67,64.81,98.97,98.78,95.01,94.99
07597,"Big Pine Key, FL",44857,"Key West, FL",420,353,863364,863364,7540,5958,23509334,19738116,34352,19024,41673824,37173368,5.57,5.92,3.67,4.37,1.22,1.86,2.07,2.32
07597,"Big Pine Key, FL",99999,"Not in a 2000 urban area",387,343,9793268,6082909,7540,5958,23509334,19738116,,,,,5.13,5.76,41.66,30.82,,,,
07624,"Big Rapids, MI",07624,"Big Rapids, MI",11249,3931,11423204,11418634,14241,5117,24301760,24130980,11403,4006,13241510,13229293,78.99,76.82,47.01,47.32,98.65,98.13,86.27,86.31
